sentence,word,POS
אדם שחנן אדם אחר העניק לו חנינה,שחנן,VERB
אדם שחנן אדם אחר העניק לו חנינה,אחר,ADJ
אדם שחנן אדם אחר העניק לו חנינה,העניק,VERB
אדם שחנן אדם אחר העניק לו חנינה,ל_,ADP
אדם שחנן אדם אחר העניק לו חנינה,_הוא,PRON
אדם שחנן אדם אחר העניק לו חנינה,חנינה,NOUN
אדם שהשיב לאדם אחר העניק לו תשובה,אדם,NOUN
אדם שהשיב לאדם אחר העניק לו תשובה,ש,SCONJ
אדם שהשיב לאדם אחר העניק לו תשובה,ה,VERB
אדם שהשיב לאדם אחר העניק לו תשובה,שיב,VERB
אדם שהשיב לאדם אחר העניק לו תשובה,ל,ADP
אדם שהשיב לאדם אחר העניק לו תשובה,ה_,DET
אדם שהשיב לאדם אחר העניק לו תשובה,אחר,ADJ
אדם שהשיב לאדם אחר העניק לו תשובה,העניק,VERB
אדם שהשיב לאדם אחר העניק לו תשובה,ל_,ADP
אדם שהשיב לאדם אחר העניק לו תשובה,_הוא,PRON
אדם שהשיב לאדם אחר העניק לו תשובה,תשובה,NOUN
אדם שקינא חש קנאה כלפי אדם אחר,אדם,NOUN
אדם שקינא חש קנאה כלפי אדם אחר,ש,SCONJ
אדם שקינא חש קנאה כלפי אדם אחר,קינא,PROPN
אדם שקינא חש קנאה כלפי אדם אחר,חש,VERB
אדם שקינא חש קנאה כלפי אדם אחר,קנאה,NOUN
אדם שקינא חש קנאה כלפי אדם אחר,כלפי,ADP
אדם שקינא חש קנאה כלפי אדם אחר,אחר,ADJ
אדם שנעזר קיבל עזרה מאדם אחר,אדם,NOUN
אדם שנעזר קיבל עזרה מאדם אחר,ש,SCONJ
אדם שנעזר קיבל עזרה מאדם אחר,נעזר,VERB
אדם שנעזר קיבל עזרה מאדם אחר,קיבל,VERB
אדם שנעזר קיבל עזרה מאדם אחר,עזרה,NOUN
אדם שנעזר קיבל עזרה מאדם אחר,מ,ADP
אדם שנעזר קיבל עזרה מאדם אחר,אחר,ADJ
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,אובייקט,NOUN
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,ש,SCONJ
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,גבל,VERB
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,ב,ADP
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,אחר,ADJ
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,נמצא,VERB
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,ליד,ADP
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,ה,DET
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,גבול,NOUN
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,מפריד,VERB
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,בין,ADP
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,שני,NUM
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,אובייקטים,NOUN
אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,הללו,PRON
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,משולח,PROPN
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,רסן,PROPN
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,הוא,AUX
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,אדם,NOUN
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,חסר,ADJ
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,מ,ADP
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,עצורים,NOUN
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,כלומר,CCONJ
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,ש,SCONJ
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,קשה,AUX
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,לרסן,VERB
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,את_,ADP
משולח רסן הוא אדם חסר מעצורים כלומר שקשה לרסן אותו,_הוא,PRON
הגון הוא אדם ישר שאינו נוהג לרמות,ה,DET
הגון הוא אדם ישר שאינו נוהג לרמות,גון,NOUN
הגון הוא אדם ישר שאינו נוהג לרמות,הוא,AUX
הגון הוא אדם ישר שאינו נוהג לרמות,אדם,NOUN
הגון הוא אדם ישר שאינו נוהג לרמות,ישר,ADJ
הגון הוא אדם ישר שאינו נוהג לרמות,ש,SCONJ
הגון הוא אדם ישר שאינו נוהג לרמות,אינו,AUX
הגון הוא אדם ישר שאינו נוהג לרמות,נוהג,VERB
הגון הוא אדם ישר שאינו נוהג לרמות,ל,ADP
הגון הוא אדם ישר שאינו נוהג לרמות,רמות,NOUN
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,אדם,NOUN
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,פטפטן,NOUN
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,הוא,AUX
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,ה,SCONJ
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,מרבה,VERB
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,ל,ADP
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,דבר,NOUN
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,ו,CCONJ
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,לכן,ADV
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,קשה,AUX
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,להסות,VERB
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,את_,ADP
אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,_הוא,PRON
שאפתן הוא אדם בעל רצון עז להצליח,שאפתן,NOUN
שאפתן הוא אדם בעל רצון עז להצליח,הוא,AUX
שאפתן הוא אדם בעל רצון עז להצליח,אדם,NOUN
שאפתן הוא אדם בעל רצון עז להצליח,בעל,NOUN
שאפתן הוא אדם בעל רצון עז להצליח,רצון,NOUN
שאפתן הוא אדם בעל רצון עז להצליח,עז,ADJ
שאפתן הוא אדם בעל רצון עז להצליח,להצליח,VERB
אמין הוא מי שאפשר לסמוך עליו,אמין,ADJ
אמין הוא מי שאפשר לסמוך עליו,הוא,AUX
אמין הוא מי שאפשר לסמוך עליו,מי,ADV
אמין הוא מי שאפשר לסמוך עליו,ש,SCONJ
אמין הוא מי שאפשר לסמוך עליו,אפשר,AUX
אמין הוא מי שאפשר לסמוך עליו,לסמוך,VERB
אמין הוא מי שאפשר לסמוך עליו,על_,ADP
אמין הוא מי שאפשר לסמוך עליו,_הוא,PRON
דבר שהתחוור כבר אינו סתום,דבר,NOUN
דבר שהתחוור כבר אינו סתום,ש,SCONJ
דבר שהתחוור כבר אינו סתום,התחוור,VERB
דבר שהתחוור כבר אינו סתום,כבר,ADV
דבר שהתחוור כבר אינו סתום,אינו,AUX
דבר שהתחוור כבר אינו סתום,סתום,ADJ
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,אדם,NOUN
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,ש,SCONJ
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,התגנב,VERB
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,עשה,VERB
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,פעולה,NOUN
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,כדי,ADP
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,להפוך,VERB
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,את,ADP
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,עצמו,PRON
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,ללא,ADP
אדם שהתגנב עשה פעולה כדי להפוך את עצמו ללא רטוב,רטוב,ADJ
מי שהשתובב לא בהכרח היה רציני מלכתחילה,מי,ADV
מי שהשתובב לא בהכרח היה רציני מלכתחילה,ש,SCONJ
מי שהשתובב לא בהכרח היה רציני מלכתחילה,השתובב,VERB
מי שהשתובב לא בהכרח היה רציני מלכתחילה,לא,ADV
מי שהשתובב לא בהכרח היה רציני מלכתחילה,בהכרח,ADV
מי שהשתובב לא בהכרח היה רציני מלכתחילה,היה,AUX
מי שהשתובב לא בהכרח היה רציני מלכתחילה,רציני,ADJ
מי שהשתובב לא בהכרח היה רציני מלכתחילה,מלכתחילה,ADV
דבר שהתרופף כבר אינו הדוק,דבר,NOUN
דבר שהתרופף כבר אינו הדוק,ש,SCONJ
דבר שהתרופף כבר אינו הדוק,התרופף,VERB
דבר שהתרופף כבר אינו הדוק,כבר,ADV
דבר שהתרופף כבר אינו הדוק,אינו,AUX
דבר שהתרופף כבר אינו הדוק,הדוק,ADJ
דבר שהתמלא הפך לגדוש,דבר,NOUN
דבר שהתמלא הפך לגדוש,ש,SCONJ
דבר שהתמלא הפך לגדוש,התמלא,VERB
דבר שהתמלא הפך לגדוש,הפך,VERB
דבר שהתמלא הפך לגדוש,ל,ADP
דבר שהתמלא הפך לגדוש,ה_,DET
דבר שהתמלא הפך לגדוש,גדוש,ADJ
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),ל,ADP
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),כפתורים,NOUN
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),יש,VERB
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),אותו,PRON
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),שימוש,NOUN
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),כמו,ADP
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),רוכסן,PROPN
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),(,PUNCT
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),אך,CCONJ
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),אין,ADV
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),מדובר,VERB
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),ב,ADP
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),דבר,NOUN
לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),),PUNCT
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),ל,ADP
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),ה_,DET
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),שק,NOUN
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),יש,VERB
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),את,ADP
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),אותו,PRON
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),ה,DET
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),שימוש,NOUN
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),כמו,ADP
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),ארגז,NOUN
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),(,PUNCT
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),אך,CCONJ
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),אין,ADV
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),מדובר,VERB
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),ב,ADP
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),דבר,NOUN
לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),),PUNCT
מי שערג לדבר מה חש כיסופים,מי,ADV
מי שערג לדבר מה חש כיסופים,שערג,VERB
מי שערג לדבר מה חש כיסופים,לדבר,VERB
מי שערג לדבר מה חש כיסופים,מה,ADV
מי שערג לדבר מה חש כיסופים,חש,VERB
מי שערג לדבר מה חש כיסופים,כיסופים,NOUN
מי שהתעמר באדם אחר גרם לו ייסורים,מי,ADV
מי שהתעמר באדם אחר גרם לו ייסורים,ש,SCONJ
מי שהתעמר באדם אחר גרם לו ייסורים,התעמר,VERB
מי שהתעמר באדם אחר גרם לו ייסורים,ב,ADP
מי שהתעמר באדם אחר גרם לו ייסורים,אדם,NOUN
מי שהתעמר באדם אחר גרם לו ייסורים,אחר,ADJ
מי שהתעמר באדם אחר גרם לו ייסורים,גרם,VERB
מי שהתעמר באדם אחר גרם לו ייסורים,ל_,ADP
מי שהתעמר באדם אחר גרם לו ייסורים,_הוא,PRON
מי שהתעמר באדם אחר גרם לו ייסורים,ייסורים,NOUN
מי שהתבדה הבין שמדובר באשליות,מי,ADV
מי שהתבדה הבין שמדובר באשליות,ש,SCONJ
מי שהתבדה הבין שמדובר באשליות,התבדה,VERB
מי שהתבדה הבין שמדובר באשליות,הבין,VERB
מי שהתבדה הבין שמדובר באשליות,מדובר,VERB
מי שהתבדה הבין שמדובר באשליות,ב,ADP
מי שהתבדה הבין שמדובר באשליות,אשליות,NOUN
מי שהתעודד לא היה צריך עוד ניחומים,מי,ADV
מי שהתעודד לא היה צריך עוד ניחומים,ש,SCONJ
מי שהתעודד לא היה צריך עוד ניחומים,התעודד,VERB
מי שהתעודד לא היה צריך עוד ניחומים,לא,ADV
מי שהתעודד לא היה צריך עוד ניחומים,היה,AUX
מי שהתעודד לא היה צריך עוד ניחומים,צריך,AUX
מי שהתעודד לא היה צריך עוד ניחומים,עוד,ADV
מי שהתעודד לא היה צריך עוד ניחומים,ניחומים,NOUN
מי שהתחבט לגבי דבר מה חש לבטים,מי,ADV
מי שהתחבט לגבי דבר מה חש לבטים,ש,SCONJ
מי שהתחבט לגבי דבר מה חש לבטים,התחבט,VERB
מי שהתחבט לגבי דבר מה חש לבטים,לגבי,ADP
מי שהתחבט לגבי דבר מה חש לבטים,דבר,NOUN
מי שהתחבט לגבי דבר מה חש לבטים,מה,ADV
מי שהתחבט לגבי דבר מה חש לבטים,חש,VERB
מי שהתחבט לגבי דבר מה חש לבטים,ל,ADP
מי שהתחבט לגבי דבר מה חש לבטים,בטים,NOUN
קצרצר פירושו קצר מאוד,קצרצר,NOUN
קצרצר פירושו קצר מאוד,פירוש_,NOUN
קצרצר פירושו קצר מאוד,_של_,ADP
קצרצר פירושו קצר מאוד,_הוא,PRON
קצרצר פירושו קצר מאוד,קצר,ADJ
קצרצר פירושו קצר מאוד,מאוד,ADV
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,מוקטן,PROPN
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,הוא,AUX
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,דגם,NOUN
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,ב,ADP
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,גודל,NOUN
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,קטן,ADJ
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,מ,ADP
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,ה,DET
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,מקורי,ADJ
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,של,ADP
מוקטן הוא דגם בגודל קטן מהגודל המקורי של משהו,משהו,NOUN
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,דומם,ADJ
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,ו,CCONJ
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,חרישי,ADJ
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,הן,AUX
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,מילים,NOUN
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,נרדפות,VERB
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,ש,SCONJ
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,פירוש_,NOUN
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,_של_,ADP
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,_הן,PRON
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,הוא,AUX
דומם וחרישי הן מילים נרדפות שפירושן הוא שקט,שקט,NOUN
חמצמץ הוא דבר מה שטעמו מעט חמוץ,חמצמץ,NOUN
חמצמץ הוא דבר מה שטעמו מעט חמוץ,הוא,AUX
חמצמץ הוא דבר מה שטעמו מעט חמוץ,דבר,NOUN
חמצמץ הוא דבר מה שטעמו מעט חמוץ,מה,ADV
חמצמץ הוא דבר מה שטעמו מעט חמוץ,ש,SCONJ
חמצמץ הוא דבר מה שטעמו מעט חמוץ,טעם_,NOUN
חמצמץ הוא דבר מה שטעמו מעט חמוץ,_של_,ADP
חמצמץ הוא דבר מה שטעמו מעט חמוץ,_הוא,PRON
חמצמץ הוא דבר מה שטעמו מעט חמוץ,מעט,ADV
חמצמץ הוא דבר מה שטעמו מעט חמוץ,חמוץ,ADJ
לוהט פירושו חם מאוד,לוהט,VERB
לוהט פירושו חם מאוד,פירוש_,NOUN
לוהט פירושו חם מאוד,_של_,ADP
לוהט פירושו חם מאוד,_הוא,PRON
לוהט פירושו חם מאוד,חם,ADJ
לוהט פירושו חם מאוד,מאוד,ADV
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,הס,PROPN
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,היא,AUX
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,קריאה,NOUN
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,ש,SCONJ
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,מטרה_,NOUN
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,_של_,ADP
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,_היא,PRON
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,לגרום,VERB
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,ל,ADP
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,אחר,ADJ
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,להיות,AUX
הס היא קריאה שמטרתה לגרום לאחר להיות שותק,שותק,NOUN
היזהר היא קריאה שנועדה להתריע,ה,DET
היזהר היא קריאה שנועדה להתריע,יזהר,NOUN
היזהר היא קריאה שנועדה להתריע,היא,AUX
היזהר היא קריאה שנועדה להתריע,קריאה,NOUN
היזהר היא קריאה שנועדה להתריע,ש,SCONJ
היזהר היא קריאה שנועדה להתריע,נועדה,VERB
היזהר היא קריאה שנועדה להתריע,להתריע,VERB
האט היא קריאה המיועדת למי שנוהג,ה,SCONJ
האט היא קריאה המיועדת למי שנוהג,אט,NOUN
האט היא קריאה המיועדת למי שנוהג,היא,AUX
האט היא קריאה המיועדת למי שנוהג,קריאה,NOUN
האט היא קריאה המיועדת למי שנוהג,מיועדת,VERB
האט היא קריאה המיועדת למי שנוהג,ל,ADP
האט היא קריאה המיועדת למי שנוהג,מי,ADV
האט היא קריאה המיועדת למי שנוהג,ש,SCONJ
האט היא קריאה המיועדת למי שנוהג,נוהג,VERB
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,ה,DET
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,רפה,NOUN
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,היא,AUX
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,קריאה,NOUN
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,את_,ADP
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,_היא,PRON
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,קורא,VERB
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,מי,ADV
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,ש,SCONJ
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,אחר,ADJ
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,לופת,VERB
הרפה היא קריאה אותה קורא מי שאחר לופת אותו,_הוא,PRON
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,ה,DET
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,יכון,NOUN
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,היא,AUX
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,קריאה,NOUN
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,ש,SCONJ
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,נועדה,VERB
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,לגרום,VERB
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,ל,ADP
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,אחר,ADJ
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,להיות,AUX
היכון היא קריאה שנועדה לגרום לאחר להיות דרוך,דרוך,ADJ
הדרים היא סוג של פרי מקבוצת ההדרים,ה,DET
הדרים היא סוג של פרי מקבוצת ההדרים,דרים,NOUN
הדרים היא סוג של פרי מקבוצת ההדרים,היא,AUX
הדרים היא סוג של פרי מקבוצת ההדרים,סוג,NOUN
הדרים היא סוג של פרי מקבוצת ההדרים,של,ADP
הדרים היא סוג של פרי מקבוצת ההדרים,פרי,NOUN
הדרים היא סוג של פרי מקבוצת ההדרים,מ,ADP
הדרים היא סוג של פרי מקבוצת ההדרים,קבוצת,NOUN
הדרים היא סוג של פרי מקבוצת ההדרים,הדרים,NOUN
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,רכס,PROPN
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,היא,AUX
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,ש,SCONJ
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,רשרת,NOUN
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,הרים,NOUN
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,ה,SCONJ
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,עשויה,AUX
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,להיות,AUX
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,תחומה,ADJ
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,על,ADP
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,ידי,NOUN
רכס היא שרשרת הרים העשויה להיות תחומה על ידי עמקים,עמקים,NOUN
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,מכנסיים,NOUN
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,ו,CCONJ
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,חולצות,NOUN
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,הם,AUX
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,סוגים,NOUN
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,שונים,ADJ
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,של,ADP
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,פריטי,NOUN
מכנסיים וחולצות הם סוגים שונים של פריטי לבוש,לבוש,NOUN
סוס הוא סוג של חיה מקבוצת הבהמות,סוס,NOUN
סוס הוא סוג של חיה מקבוצת הבהמות,הוא,AUX
סוס הוא סוג של חיה מקבוצת הבהמות,סוג,NOUN
סוס הוא סוג של חיה מקבוצת הבהמות,של,ADP
סוס הוא סוג של חיה מקבוצת הבהמות,חיה,NOUN
סוס הוא סוג של חיה מקבוצת הבהמות,מ,ADP
סוס הוא סוג של חיה מקבוצת הבהמות,קבוצת,NOUN
סוס הוא סוג של חיה מקבוצת הבהמות,ה,DET
סוס הוא סוג של חיה מקבוצת הבהמות,בהמות,NOUN
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,אגמים,NOUN
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,הם,AUX
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,מקווי,NOUN
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,מים,NOUN
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,גדולים,ADJ
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,ו,CCONJ
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,שלולית,PROPN
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,היא,AUX
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,מקווה,NOUN
אגמים הם מקווי מים גדולים ושלולית היא מקווה מים קטן,קטן,ADJ
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,מחצבה,NOUN
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,היא,AUX
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,מקום,NOUN
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,ב_,ADP
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,_הוא,PRON
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,חוצבים,VERB
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,את,ADP
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,ה,DET
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,אבנים,NOUN
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,ש,SCONJ
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,בעתיד,ADV
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,ישמשו,VERB
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,ל,ADP
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,בניית,NOUN
מחצבה היא מקום בו חוצבים את האבנים שבעתיד ישמשו לבניית בניין,בניין,NOUN
במשתלה קונים צמחים שניתן לשתול באדנית,ב,ADP
במשתלה קונים צמחים שניתן לשתול באדנית,ה_,DET
במשתלה קונים צמחים שניתן לשתול באדנית,משתלה,NOUN
במשתלה קונים צמחים שניתן לשתול באדנית,קונים,VERB
במשתלה קונים צמחים שניתן לשתול באדנית,צמחים,NOUN
במשתלה קונים צמחים שניתן לשתול באדנית,ש,SCONJ
במשתלה קונים צמחים שניתן לשתול באדנית,ניתן,AUX
