sentence,word,phrases,yap_pos,trankit_pos,POS
מי שהעלה חרס בידו נחל כישלון,העלה חרס בידו,1,[],[],PHRASE
מי שהעלה חרס בידו נחל כישלון,כישלון,0,['NN'],['NOUN'],NOUN
,נגר,0,[],[],UNDEFINED
,יער,0,[],[],UNDEFINED
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,אח,0,['NN'],['NOUN'],NOUN
אח הוא תנור בו מדליקים אש אשר מחממת את הבית,אש,0,"['NN', 'CC']","['NOUN', 'SCONJ']",OTHER
אוזן היא איבר שבאמצעותו שומעים רעש,אוזן,0,['NN'],['NOUN'],NOUN
אוזן היא איבר שבאמצעותו שומעים רעש,רעש,0,['NN'],['NOUN'],NOUN
רופא מטפל במי שחלה,רופא,0,['NN'],['NOUN'],NOUN
רופא מטפל במי שחלה,חלה,0,['VB'],['VERB'],VERB
נטף היא מילה נרדפת לזב,נטף,0,['NN'],['NOUN'],NOUN
נטף היא מילה נרדפת לזב,זב,0,['BN'],['NOUN'],NOUN
בריכה מכילה מים,מים,0,['NN'],['NOUN'],NOUN
בריכה מכילה מים,בריכה,0,['NN'],[],NOUN
פירושה של המילה ימינה הוא לימין,ימין,0,['NN'],['PROPN'],NOUN
פירושה של המילה ימינה הוא לימין,ימינה,0,['RB'],['ADV'],OTHER
,לקבע,0,[],[],UNDEFINED
,לזוז,0,[],[],UNDEFINED
להיות מתנשא זה ההפך מלהיות עניו (צנוע),מתנשא,0,['BN'],['ADJ'],ADJECTIVE
להיות מתנשא זה ההפך מלהיות עניו (צנוע),עניו,0,['JJT'],['ADJ'],ADJECTIVE
מנומס הוא מי שההתנהגות שלו טובה,מנומס,0,['JJ'],['PROPN'],ADJECTIVE
מנומס הוא מי שההתנהגות שלו טובה,התנהגות,0,['NN'],['NOUN'],NOUN
התעמתות היא פעולה הנעשית על ידי ירבים,התעמתות,0,['NN'],['NOUN'],NOUN
התעמתות היא פעולה הנעשית על ידי ירבים,יריבים,0,[],[],UNDEFINED
איום משמש כדי להתריע מישהו,איום,0,['NN'],['PROPN'],NOUN
איום משמש כדי להתריע מישהו,להרתיע,0,[],[],UNDEFINED
ספרה היא היחידה שממנה מרכיבים מספר שבו משתמשים במתמטיקה,ספרה,0,['NN'],['NOUN'],NOUN
ספרה היא היחידה שממנה מרכיבים מספר שבו משתמשים במתמטיקה,מתמטיקה,0,['NN'],['NOUN'],NOUN
לפנות פירושו להסתובב לכיוון מסוים,לִפנות,0,[],[],UNDEFINED
לפנות פירושו להסתובב לכיוון מסוים,כיוון,0,['NN'],['NOUN'],NOUN
,מסבן,0,[],[],UNDEFINED
,מסתבן,0,[],[],UNDEFINED
,התעייף,0,[],[],UNDEFINED
,ערנות,0,[],[],UNDEFINED
עלווה מכסה את הענף,עלווה,0,['NN'],['NOUN'],NOUN
עלווה מכסה את הענף,ענף,0,['NN'],['NOUN'],NOUN
כדי להפתיע מישהו צריך לעשות משהו מפתיע,מפתיע,0,['JJ'],['ADJ'],ADJECTIVE
כדי להפתיע מישהו צריך לעשות משהו מפתיע,להפתיע,0,['VB'],['VERB'],VERB
ישן נושן זה ישן מאוד,ישָׁן,0,[],[],UNDEFINED
ישן נושן זה ישן מאוד,ישן נושן,0,[],[],UNDEFINED
חיוך הוא הבעת פנים המעידה על שמחה,חיוך,0,['NN'],[],NOUN
חיוך הוא הבעת פנים המעידה על שמחה,שמחה,0,[],['NOUN'],NOUN
פתרוהו משמע פתרו אותו יתכן בסיוע של רמז,רמז,0,['NNT'],['NOUN'],NOUN
פתרוהו משמע פתרו אותו יתכן בסיוע של רמז,פתרוהו,0,['NNP'],[],NOUN
זהיר הוא מי שאינו עושה דבר מה מסוכן,זהיר,0,['JJT'],['ADJ'],ADJECTIVE
זהיר הוא מי שאינו עושה דבר מה מסוכן,מסוכן,0,['BN'],['ADJ'],ADJECTIVE
להכחיש פירושו להגיד על דבר מה שהוא אינו נכון,להכחיש,0,['VB'],['VERB'],VERB
להכחיש פירושו להגיד על דבר מה שהוא אינו נכון,נכון,0,['JJ'],['ADJ'],ADJECTIVE
מדשאה היא אזור המכוסה דשא,מדשאה,0,['NN'],['NOUN'],NOUN
מדשאה היא אזור המכוסה דשא,דשא,0,"['NN', 'NN']","['NOUN', 'NOUN']",NOUN
מי שהתמקח ניהל משא ומתן על התשלום,תשלום,0,['NN'],['NOUN'],NOUN
מי שהתמקח ניהל משא ומתן על התשלום,התמקח,0,['VB'],['VERB'],VERB
אשליה היא תעתוע,תעתוע,0,['NN'],['NOUN'],NOUN
אשליה היא תעתוע,אשליה,0,['NN'],['NOUN'],NOUN
אם מישהו השליך עליו יהבו זה אומר שהוא תלה את תקוותו באותו אדם,תקוותו,0,['NN'],[],NOUN
אם מישהו השליך עליו יהבו זה אומר שהוא תלה את תקוותו באותו אדם,השליך עליו יהבו,1,[],[],PHRASE
הדביק פירושו חיבר דבר לדבר עם דבק,הדביק,0,[],[],UNDEFINED
הדביק פירושו חיבר דבר לדבר עם דבק,דבק,0,['JJ'],['NOUN'],ADJECTIVE
יש להאיר על עצם כלשהו כדי ליצור צל,צל,0,['NN'],['NOUN'],NOUN
יש להאיר על עצם כלשהו כדי ליצור צל,להאיר,0,['VB'],['VERB'],VERB
מי שלוקה הוא בעל פגם כלשהו,לוקה,0,['BN'],['VERB'],VERB
מי שלוקה הוא בעל פגם כלשהו,פגם,0,['NN'],['NOUN'],NOUN
גלעין הוא חלק מפרי שיכול להיות מגולען,מגולען,0,['BN'],['VERB'],VERB
גלעין הוא חלק מפרי שיכול להיות מגולען,גלעין,0,['NN'],[],NOUN
מי שהבריך גרם לאדם אחר לכרוע,הבריך,0,[],['VERB'],VERB
מי שהבריך גרם לאדם אחר לכרוע,לכרוע,0,['VB'],[],VERB
מעיל הוא דבר הנועד למנוע חדירה של קור,מעיל,0,['NN'],['NOUN'],NOUN
מעיל הוא דבר הנועד למנוע חדירה של קור,קור,0,['NNP'],['NOUN'],NOUN
תסריט הוא טקסט המותאם ליצירת סרט,תסריט,0,['NN'],['NOUN'],NOUN
תסריט הוא טקסט המותאם ליצירת סרט,סרט,0,['NN'],['NOUN'],NOUN
,מעדר,0,[],[],UNDEFINED
,דחפור,0,[],[],UNDEFINED
גג הוא המכסה העליון של הבית,גג,0,['NN'],['NOUN'],NOUN
גג הוא המכסה העליון של הבית,בית,0,['NN'],['NOUN'],NOUN
סורג הוא רשת ברזל המותקנת על חלון,סורג,0,['NN'],['PROPN'],NOUN
סורג הוא רשת ברזל המותקנת על חלון,חלון,0,['NN'],['NOUN'],NOUN
צאן יכול להוות חלק מהמשק אך אינו המרכיב היחיד שלו,משק,0,['NN'],['NOUN'],NOUN
צאן יכול להוות חלק מהמשק אך אינו המרכיב היחיד שלו,צאן,0,['NN'],['NOUN'],NOUN
אדם קשה עורף מתאפיין בחוסר פשרנות,קשה עורף,1,[],[],PHRASE
אדם קשה עורף מתאפיין בחוסר פשרנות,פשרנות,0,['NN'],['NOUN'],NOUN
לדהור היא פעולת התנועה של הסוס,סוס,0,['NN'],['NOUN'],NOUN
לדהור היא פעולת התנועה של הסוס,לדהור,0,['VB'],[],VERB
מפסק יכול להפוך את החדר לחשוך,מפסק,0,['NN'],['NOUN'],NOUN
מפסק יכול להפוך את החדר לחשוך,חשוך,0,['VB'],['ADJ'],VERB
המצאות של שלט במקום כלשהו הופכת או למשולט,משולט,0,['BN'],['VERB'],VERB
המצאות של שלט במקום כלשהו הופכת או למשולט,שלט,0,['NN'],['NOUN'],NOUN
אם אני מצטווה על ידי מישהו אחר אז אני יכול לציית לו,מצטווה,0,['BN'],['VERB'],VERB
אם אני מצטווה על ידי מישהו אחר אז אני יכול לציית לו,מציית,0,[],[],UNDEFINED
ניתך הוא מה שמישהו אחר שפך אותו,שפך,0,['VB'],['VERB'],VERB
ניתך הוא מה שמישהו אחר שפך אותו,ניתך,0,['BNT'],[],OTHER
אם מישהו הוכשל אז הוא לא הצליח,הצליח,0,['VB'],['VERB'],VERB
אם מישהו הוכשל אז הוא לא הצליח,הוכשל,0,['VB'],['VERB'],VERB
אם מישהו החליק ייתכן שהוא גם נפל כתוצאה מכך,החליק,0,['VB'],['VERB'],VERB
אם מישהו החליק ייתכן שהוא גם נפל כתוצאה מכך,נפל,0,['VB'],['VERB'],VERB
מישהו הרגיז אותו ולכן הוא כעס,הרגיז,0,['VB'],['VERB'],VERB
מישהו הרגיז אותו ולכן הוא כעס,כעס,0,['VB'],['VERB'],VERB
מי שהפציר ציפה להיענות ומי שמיאן סירב כלומר לא נענה,הפציר,0,['VB'],['VERB'],VERB
מי שהפציר ציפה להיענות ומי שמיאן סירב כלומר לא נענה,מיאן,0,['VB'],['PROPN'],VERB
"אם שואלים מישהו: ""מצאת?"" ייתכן שהוא חיפש דבר מה",מצאת?,0,['NNP'],['VERB'],NOUN
"אם שואלים מישהו: ""מצאת?"" ייתכן שהוא חיפש דבר מה",חיפש,0,['VB'],[],VERB
מישהו הדביק אדם אחר לאחר שרדף אחריו,הדביק,0,['VB'],['VERB'],VERB
מישהו הדביק אדם אחר לאחר שרדף אחריו,רדף,0,['VB'],['VERB'],VERB
אניגמטי הוא מי שפועל באופן מלא מסתורין,מסתורין,0,['NN'],['NOUN'],NOUN
אניגמטי הוא מי שפועל באופן מלא מסתורין,אניגמטי,0,['NNP'],['ADJ'],NOUN
חלק הארי הוא ביטוי שמתאר כמות גדולה,חלק הארי,1,[],[],PHRASE
חלק הארי הוא ביטוי שמתאר כמות גדולה,כמות,0,['NN'],['NOUN'],NOUN
הרכנת ראש היא מה שאדם עושה אם אדם אחר הצליח להכניע אותו,להכניע,0,['VB'],['VERB'],VERB
הרכנת ראש היא מה שאדם עושה אם אדם אחר הצליח להכניע אותו,הרכנת ראש,1,[],[],PHRASE
הנהון הוא הנעה של הראש מעלה ומטה,הנהון,0,['NN'],[],NOUN
הנהון הוא הנעה של הראש מעלה ומטה,ראש,0,['NN'],['NOUN'],NOUN
טבלה (טבלת שוקולד) הינה חתיכה שלמה של שוקולד,שוקולד,0,"['NNP', 'NN']",['NOUN'],NOUN
טבלה (טבלת שוקולד) הינה חתיכה שלמה של שוקולד,טבלה,0,['VB'],['NOUN'],VERB
כיסוי הגוף בבגד הוא לבישה,בגד,0,['NN'],['NOUN'],NOUN
כיסוי הגוף בבגד הוא לבישה,לבישה,0,['NN'],[],NOUN
בבאר נפט מחפשים נפט,נפט,0,"['NN', 'NN']",['NOUN'],NOUN
בבאר נפט מחפשים נפט,באר נפט,0,[],[],UNDEFINED
לבזוק זה לפזר סוכר על מאכל כלשהו,סוכר,0,['NN'],['NOUN'],NOUN
לבזוק זה לפזר סוכר על מאכל כלשהו,לבזוק,0,[],[],UNDEFINED
ים וימה הם מקורות מים גדולים,ים,0,"['NN', 'NN', 'JJ']","['NOUN', 'NOUN', 'ADJ']",OTHER
ים וימה הם מקורות מים גדולים,ימה,0,['NN'],['PROPN'],NOUN
ענד פירושו שם תכשיט על האוזן,ענד,0,['VB'],['PROPN'],VERB
ענד פירושו שם תכשיט על האוזן,תנוך,0,[],[],UNDEFINED
חסר תקנה הוא דבר מה שלא יכול להיות מתוקן,חסר תקנה,1,[],[],PHRASE
חסר תקנה הוא דבר מה שלא יכול להיות מתוקן,מתוקן,0,['BN'],['ADJ'],ADJECTIVE
מתרושש הוא מי שהופך לעני,מתרושש,0,['BN'],['VERB'],VERB
מתרושש הוא מי שהופך לעני,עני,0,['NN'],['NOUN'],NOUN
ברפת מגדלים את הפרות ובמחלבה חולבים אותן,רפת,0,['NN'],['NOUN'],NOUN
ברפת מגדלים את הפרות ובמחלבה חולבים אותן,מחלבה,0,['NN'],['NOUN'],NOUN
לבקש היא פנייה למישהו כדי שיבצע משהו למאן זה לסרב לפנייה,לבקש,0,['VB'],['VERB'],VERB
לבקש היא פנייה למישהו כדי שיבצע משהו למאן זה לסרב לפנייה,למאן,0,['VB'],[],VERB
מנצח הוא מי שמנהל את התזמורת,מנצח,0,['NN'],['PROPN'],NOUN
מנצח הוא מי שמנהל את התזמורת,תזמורת,0,['NN'],['NOUN'],NOUN
עזב הוא מי שאדם אחר הדיח אותו,הדיח,0,['VB'],['VERB'],VERB
עזב הוא מי שאדם אחר הדיח אותו,עזב,0,['VB'],['VERB'],VERB
גורף הוא מי שמזיז (או מפנה) עלים,גורף,0,['BN'],['ADJ'],ADJECTIVE
גורף הוא מי שמזיז (או מפנה) עלים,עלים,0,['NN'],['NOUN'],NOUN
התהלל הוא מי ש הילל את עצמו,התהלל,0,['VB'],[],VERB
התהלל הוא מי ש הילל את עצמו,הילל,0,['VB'],['VERB'],VERB
כתפיה היא חלק מבגד המונח על הכתפיים,כתפייה,0,[],[],UNDEFINED
כתפיה היא חלק מבגד המונח על הכתפיים,כתפיים,0,['NN'],['NOUN'],NOUN
לגהץ פירושו ליישר ולהחליק בד בעזרת מגהץ חם,לגהץ,0,['VB'],[],VERB
לגהץ פירושו ליישר ולהחליק בד בעזרת מגהץ חם,להחליק,0,['VB'],['VERB'],VERB
לשכתב פירושו לכתוב מחדש,לכתוב,0,[],['VERB'],VERB
לשכתב פירושו לכתוב מחדש,לשכתב,0,['VB'],['VERB'],VERB
משתה הוא סעודה חגיגית רבת משתתפים שבה אדם אכל ושתה,משתה,0,['NN'],['NOUN'],NOUN
משתה הוא סעודה חגיגית רבת משתתפים שבה אדם אכל ושתה,שתה,0,"['NN', 'VB']","['NOUN', 'VERB']",OTHER
מי שגזם חתך ענפים של עץ או צמח ומי שעקר הוציא עץ או צמח מהשורש,גזם,0,['VB'],['VERB'],VERB
מי שגזם חתך ענפים של עץ או צמח ומי שעקר הוציא עץ או צמח מהשורש,עקר,0,['VB'],['VERB'],VERB
נסק זה התרומם כלפי מעלה כלומר עלה גבוה,נסק,0,['VB'],['NOUN'],VERB
נסק זה התרומם כלפי מעלה כלומר עלה גבוה,גבוה,0,['JJ'],['ADJ'],ADJECTIVE
בעזרת צינור ניתן להשקות את הגינה,צינור,0,['NN'],['NOUN'],NOUN
בעזרת צינור ניתן להשקות את הגינה,גינה,0,['NN'],['NOUN'],NOUN
משהו דחוף הוא משהו שלא סובל דחייה,דחוף,0,['JJ'],['ADJ'],ADJECTIVE
משהו דחוף הוא משהו שלא סובל דחייה,דחייה,0,['NN'],['NOUN'],NOUN
קופה היא מקום שאפשר לקנות בו כרטיסים,כרטיסים,0,['NN'],['NOUN'],NOUN
קופה היא מקום שאפשר לקנות בו כרטיסים,קופה,0,['NN'],['NOUN'],NOUN
ליבה הוא מי שהגביר את עוצמת האש שמישהו הצית,הצית,0,['VB'],['VERB'],VERB
ליבה הוא מי שהגביר את עוצמת האש שמישהו הצית,ליבה,0,['NNP'],['PROPN'],NOUN
חלמון הוא החלק הצהוב שבתוך הביצה,ביצה,0,['NN'],['NOUN'],NOUN
חלמון הוא החלק הצהוב שבתוך הביצה,חלמון,0,['NN'],['NOUN'],NOUN
אם מישהו ניבא או התנבא משמעות הדבר כי הוא חזה דבר מראש,ניבא,0,['BN'],['VERB'],VERB
אם מישהו ניבא או התנבא משמעות הדבר כי הוא חזה דבר מראש,התנבא,0,['VB'],['VERB'],VERB
גורם שהיסה גרם לכך שיווצר שקט,היסה,0,['VB'],['VERB'],VERB
גורם שהיסה גרם לכך שיווצר שקט,שקט,0,['VB'],['NOUN'],VERB
כיבה פירושו עמעם עד להפסקה מוחלטת של האור,עמעם,0,['NN'],['ADP'],NOUN
כיבה פירושו עמעם עד להפסקה מוחלטת של האור,כיבה,0,['VB'],['VERB'],VERB
ללמד היא פעולה שאדם מבצע עם אחר ובסופה ייתכן שהוא לימד אדם אחר דבר מה,ללמד,0,['VB'],['VERB'],VERB
ללמד היא פעולה שאדם מבצע עם אחר ובסופה ייתכן שהוא לימד אדם אחר דבר מה,לימד,0,['VB'],['VERB'],VERB
זר מורכב ממספר פרחים,זר,0,['NN'],['NOUN'],NOUN
זר מורכב ממספר פרחים,פרח,0,['NN'],['NOUN'],NOUN
גסות רוח היא התנהגות פוגענית,גסות רוח,1,[],[],PHRASE
גסות רוח היא התנהגות פוגענית,התנהגות,0,['NN'],['NOUN'],NOUN
ניגף (נחל תבוסה) הוא מי שאחר הביס אותו,הביס,0,[],['VERB'],VERB
ניגף (נחל תבוסה) הוא מי שאחר הביס אותו,ניגף,0,['VB'],['PROPN'],VERB
ברז הוא התקן שמווסת את הנוזל שיוצא דרכו שוקת היא מתקן שממנו חיות המשק שותות,ברז,0,[],[],UNDEFINED
ברז הוא התקן שמווסת את הנוזל שיוצא דרכו שוקת היא מתקן שממנו חיות המשק שותות,שוקת,0,['NN'],['VERB'],NOUN
פריטה על מיתר מאפשרת הפקת צליל,מיתר,0,['NN'],['NOUN'],NOUN
פריטה על מיתר מאפשרת הפקת צליל,צליל,0,['NN'],['NOUN'],NOUN
אובייקט רושף הוא אובייקט הפולט גצים,גִּצים,0,[],[],UNDEFINED
אובייקט רושף הוא אובייקט הפולט גצים,רושף,0,['BN'],['VERB'],VERB
טבעת יהלום היא טבעת אשר יש בה יהלום,יהלום,0,"['NN', 'NN']",['NOUN'],NOUN
טבעת יהלום היא טבעת אשר יש בה יהלום,טבעת יהלום,0,[],[],UNDEFINED
ניואנס הוא הבדל קל,ניואנס,0,['NN'],['PROPN'],NOUN
ניואנס הוא הבדל קל,הבדל,0,['NN'],['NOUN'],NOUN
מי שדמם לא גרם לכך שמישהו נאלם,דמם,0,['VB'],[],VERB
מי שדמם לא גרם לכך שמישהו נאלם,נאלם,0,['VB'],['VERB'],VERB
שפ הפועל לרדוף פירושו שמישהו רדף אחרי אדם אחר שנמלט,לרדוף,0,['VB'],[],VERB
שפ הפועל לרדוף פירושו שמישהו רדף אחרי אדם אחר שנמלט,נמלט,0,['VB'],['VERB'],VERB
מי שביצע פעולה של למשוך חזק יתר על המידה עשוי לקרוע,למשוך,0,['VB'],['VERB'],VERB
מי שביצע פעולה של למשוך חזק יתר על המידה עשוי לקרוע,לקרוע,0,['VB'],['VERB'],VERB
בולמוס (רעב גדול) עשוי להוביל אדם לזלילה,בולמוס,0,['NNT'],['PROPN'],NOUN
בולמוס (רעב גדול) עשוי להוביל אדם לזלילה,זלילה,0,['NN'],['NOUN'],NOUN
"הביטוי ""ניחא"" מטרתו להסכים עם דבר מסוים בלית ברירה",ניחא,0,['NNP'],['NOUN'],NOUN
"הביטוי ""ניחא"" מטרתו להסכים עם דבר מסוים בלית ברירה",להסכים,0,['VB'],['VERB'],VERB
אוכלוסייה היא כלל התושב (ים) במקום מסוים,תושב,0,['NN'],['NOUN'],NOUN
אוכלוסייה היא כלל התושב (ים) במקום מסוים,אוכלוסייה,0,['NN'],['NOUN'],NOUN
תספורת היא פעולה שניתן לבצע על שיער,תספורת,0,['NN'],['NOUN'],NOUN
תספורת היא פעולה שניתן לבצע על שיער,שׂער,0,[],[],UNDEFINED
מודח הוא מי שעבר הדחה,הדחה,0,['NN'],[],NOUN
מודח הוא מי שעבר הדחה,מודח,0,['BN'],['ADJ'],ADJECTIVE
קביים הם כלי שמסייע לאדם להתמודד עם צליעה,קביים,0,['NN'],['NOUN'],NOUN
קביים הם כלי שמסייע לאדם להתמודד עם צליעה,צליעה,0,['NN'],['NOUN'],NOUN
קור מופץ ממי שמתנהג בקרירות,קוֹר,0,[],[],UNDEFINED
קור מופץ ממי שמתנהג בקרירות,קרירוּת,0,[],[],UNDEFINED
מרווה הוא דבר ששובר את הצמא,מרווה,0,['NN'],['NOUN'],NOUN
מרווה הוא דבר ששובר את הצמא,צימאון,0,[],[],UNDEFINED
,לוודא,0,[],[],UNDEFINED
,ודאי,0,[],[],UNDEFINED
מי שיש לו צל  של ספק מרגיש מעט ספק בנוגע לדבר מה,צל של ספק,1,[],[],PHRASE
מי שיש לו צל  של ספק מרגיש מעט ספק בנוגע לדבר מה,ספק,0,"['NN', 'VB']",['NOUN'],NOUN
התגונן זה ניסה להימנע מלהפוך לנפגע,התגונן,0,['VB'],[],VERB
התגונן זה ניסה להימנע מלהפוך לנפגע,נפגע,0,['NN'],['NOUN'],NOUN
,מועסק,0,[],[],UNDEFINED
,עבודה,0,[],[],UNDEFINED
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,פרדס,0,['NN'],['PROPN'],NOUN
פרדס הוא שטח חקלאי שבו מגדלים עצי הדר תפוז הוא אחד מפירות ההדר,תפוז,0,['NN'],['PROPN'],NOUN
נצחי הוא תיאור לדבר שאין לו קץ,נצחי,0,['NN'],['ADJ'],NOUN
נצחי הוא תיאור לדבר שאין לו קץ,קץ,0,['NN'],['NOUN'],NOUN
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,פרסומות,0,['NN'],[],NOUN
פרסומות נועדו כדי לעודד לקוחות לקנות מוצרים מסוימים,לקנות,0,['VB'],['VERB'],VERB
נושאים ונותנים שואפים להגיע להסכמה,נושאים ונותנים,1,[],[],PHRASE
נושאים ונותנים שואפים להגיע להסכמה,הסכמה,0,['NN'],['NOUN'],NOUN
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,חבוי,0,['JJ'],['ADJ'],ADJECTIVE
מי שחיפש דבר מה ניסה למצוא דבר חבוי או דבר שאבד,חיפש,0,['VB'],['VERB'],VERB
משענת מהווה תמיכה לגב,משענת,0,['NN'],['NOUN'],NOUN
משענת מהווה תמיכה לגב,גב,0,['NN'],['NOUN'],NOUN
מוכר הוא מי שתפקידו למכור סחורות המיוצרות במפעל.,מוכר,0,['NN'],['ADJ'],NOUN
מוכר הוא מי שתפקידו למכור סחורות המיוצרות במפעל.,מפעל,0,['NN'],['NOUN'],NOUN
לא היה ולא נברא פירושו להכחיש בתוקף ההפך מלאשר משהו,לא היה ולא נברא,1,[],[],PHRASE
לא היה ולא נברא פירושו להכחיש בתוקף ההפך מלאשר משהו,לאשר,0,['VB'],['VERB'],VERB
מי שהניא אדם אחר למעשה הוביל באופן ישיר לכך שאותו אדם נמנע מלעשות משהו,נמנע,0,['VB'],['VERB'],VERB
מי שהניא אדם אחר למעשה הוביל באופן ישיר לכך שאותו אדם נמנע מלעשות משהו,הניא,0,['VB'],['VERB'],VERB
השתמר הוא דבר מה שלא נהפך בלוי,השתמר,0,['VB'],['NOUN'],VERB
השתמר הוא דבר מה שלא נהפך בלוי,בלוי,0,[],[],UNDEFINED
המפרק מחבר בין עצם אחת לשנייה,מִפרק,0,[],[],UNDEFINED
המפרק מחבר בין עצם אחת לשנייה,עצם,0,['NN'],['NOUN'],NOUN
מאמן נותן הוראות למתעמל,מאמן,0,['NN'],['NOUN'],NOUN
מאמן נותן הוראות למתעמל,מתעמל,0,['BN'],['VERB'],VERB
שוטר אחראי לבצע אכיפה,שוטר,0,['NN'],['NOUN'],NOUN
שוטר אחראי לבצע אכיפה,אכיפה,0,['NN'],['NOUN'],NOUN
במטותא זו מילת בקשה שנועדה לפחית את הסיכוי להיתקל מצד אדם אחר,במטותא,0,['RB'],[],OTHER
במטותא זו מילת בקשה שנועדה לפחית את הסיכוי להיתקל מצד אדם אחר,סירוב,0,[],[],UNDEFINED
נרתם הוא מי שיישא בעול או מי שנקשר אליו עול,נרתם,0,['BN'],['PROPN'],NOUN
נרתם הוא מי שיישא בעול או מי שנקשר אליו עול,עוֹל,0,[],[],UNDEFINED
,תוספת,0,[],[],UNDEFINED
,יגזים,0,[],[],UNDEFINED
מי שרדף ביצע מרדף אחר מישהו אחר שנרדף,רדף,0,"['VB', 'NN', 'VB']","['VERB', 'NOUN', 'VERB']",OTHER
מי שרדף ביצע מרדף אחר מישהו אחר שנרדף,מרדף,0,['NN'],['NOUN'],NOUN
כבד הוא משהו שקשה להרים אותו,כבד,0,['NN'],['NOUN'],NOUN
כבד הוא משהו שקשה להרים אותו,להרים,0,['VB'],['VERB'],VERB
לרקוד היא פעולה שמורכבת מתנועות,לרקוד,0,['VB'],[],VERB
לרקוד היא פעולה שמורכבת מתנועות,תנועות,0,['NN'],['NOUN'],NOUN
אדם אשר פתח סגור ליבו גילה את מה שישי בליבו. כלומר עשה את ההפך מלהסתיר,פתח סגור ליבו,1,[],[],PHRASE
אדם אשר פתח סגור ליבו גילה את מה שישי בליבו. כלומר עשה את ההפך מלהסתיר,להסתיר,0,['VB'],[],VERB
אדמדם הוא תיאור לדבר אדום במקצת,אדמדם,0,['JJT'],['PROPN'],ADJECTIVE
אדמדם הוא תיאור לדבר אדום במקצת,אדום,0,['JJ'],['ADJ'],ADJECTIVE
מי שהתרושש הפך להיות ההפך מעשיר כלומר עני,התרושש,0,['VB'],['VERB'],VERB
מי שהתרושש הפך להיות ההפך מעשיר כלומר עני,עשיר,0,['BN'],['ADJ'],ADJECTIVE
מרוחק הוא מי שלא נמצא בסמיכות לדבר אחר,מרוחק,0,['JJ'],['ADJ'],ADJECTIVE
מרוחק הוא מי שלא נמצא בסמיכות לדבר אחר,סמיכות,0,['NN'],['NOUN'],NOUN
עמד מלכת הוא מה שעצר,עמד מלכת,1,[],[],PHRASE
עמד מלכת הוא מה שעצר,עצר,0,['VB'],['VERB'],VERB
צמר הוא שיער בעלי חיים ממנו מכינים סוודר,צמר,0,['NN'],['NOUN'],NOUN
צמר הוא שיער בעלי חיים ממנו מכינים סוודר,סוודר,0,['NN'],['NOUN'],NOUN
פרוע הוא דבר מה שהזולת לא סירק,פרוע,0,['JJT'],['ADJ'],ADJECTIVE
פרוע הוא דבר מה שהזולת לא סירק,סירק,0,['VB'],['VERB'],VERB
,מתכון,0,[],[],UNDEFINED
,אכילה,0,[],[],UNDEFINED
משמעות המילה לחינם היא ללא תועלת,לחינם,0,[],[],UNDEFINED
משמעות המילה לחינם היא ללא תועלת,תועלת,0,['NN'],['NOUN'],NOUN
להציף היא פעולת מילוי יתר של דבר מה במים,להציף,0,['VB'],['VERB'],VERB
להציף היא פעולת מילוי יתר של דבר מה במים,מים,0,['NN'],['NOUN'],NOUN
מנומר הוא מה שמכוסה בכתמים כמו פרוותו של הנמר,מנומר,0,['JJ'],['NOUN'],ADJECTIVE
מנומר הוא מה שמכוסה בכתמים כמו פרוותו של הנמר,נמר,0,['NN'],['NOUN'],NOUN
מדורה היא שרפה מאורגנת,מדורה,0,['NN'],['NOUN'],NOUN
מדורה היא שרפה מאורגנת,שרפה,0,[],['NOUN'],NOUN
"מי שרוצה להביע אמינות יקרא ""בהן צדקי!""",אמינות,0,['NN'],['NOUN'],NOUN
"מי שרוצה להביע אמינות יקרא ""בהן צדקי!""","""בהן צדקי""!",1,[],[],PHRASE
עגלה היא סוג של מריצה בעלת מספר גלגלים גדול יותר,עגלה,0,['NN'],['NOUN'],NOUN
עגלה היא סוג של מריצה בעלת מספר גלגלים גדול יותר,מריצה,0,['NN'],['NOUN'],NOUN
,השמיץ,0,[],[],UNDEFINED
,התפאר,0,[],[],UNDEFINED
אמבט הוא מקום שבו אדם הופך לנקי,אמבט,0,['NN'],['NOUN'],NOUN
אמבט הוא מקום שבו אדם הופך לנקי,נקי,0,['JJ'],['ADJ'],ADJECTIVE
מי שהצטדק (הסביר את עצמו) עשה זאת בעקבות העובדה שמישהו אחר האשים אותו בדבר מה,הצטדק,0,['VB'],['VERB'],VERB
מי שהצטדק (הסביר את עצמו) עשה זאת בעקבות העובדה שמישהו אחר האשים אותו בדבר מה,האשים,0,['VB'],['VERB'],VERB
העלה חרס בידו הוא מי שניסה לעשות דבר מה אך לא הצליח,העלה חרס בידו,1,[],[],PHRASE
העלה חרס בידו הוא מי שניסה לעשות דבר מה אך לא הצליח,ניסה,0,['VB'],['VERB'],VERB
אדם שהדביק השתמש בדבק כדי לקבע עצם אחר,הדביק,0,['VB'],['VERB'],VERB
אדם שהדביק השתמש בדבק כדי לקבע עצם אחר,דֶּבק,0,[],[],UNDEFINED
