year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases
14-Jul,a,NITE,3,לח:רווי,"דבר לח הוא דבר רטוב במקצת, בעוד שדבר רווי הוא דבר מלא לחלוטין בנוזל",עתיק:חדש,"דבר עתיק הוא דבר ישן מאוד, ההיפך מדבר חדש",מעייף:תשוש,דבר מעייף יכול לגרום לאדם להיות תשוש,חמים:לוהט,"דבר חמים הוא דבר חם במקצת, בעוד שדבר לוהט הוא דבר חם מאוד",מתובל:מלוח,"מאכל מתובל מכיל מגוון תבלינים, מאכל מלוח מכיל מלח - סוג מסוים של תבלין",3,0,0
14-Jul,a,NITE,4,הבהרה:הבנה,הבהרה היא מתן הסבר במטרה לכרום להבנה של דבר מה,מעילה:הונאה,מעילה היא סוג של הונאה,מכירה:השכרה,"מכירה היא העברת בעלות של דבר מה תמורת תשלום, בעוד שהשכרה היא מתן אפשרות לשימוש בדבר מה לתקופה מוגבלת תמורת תשלום",הכשלה:מעידה,"הכשלה היא ניסיון להכשיל, והיא נעשית במטרה לגרום למעידה של דבר מה",כניעה:מפלה,כניעה של צד במאבק מביאה למפלה של אותו צד/כניעה היא אחת הדרכים המובילות למפלה של צד במאבק,3,0,0
14-Jul,a,NITE,5,חמשיר:שיר,חמשיר הוא סוג של שיר קצר בעל חמש שורות,כיסא:שולחן,"כיסא ושולחן שניהם רהיטים, אך כיסא הוא לא סוג של שולחן",קנס:עונש,קנס הוא סוג של עונש,מקטורן:אריג,"מקטורן הוא בד העשוי מאריג, בד מסוים",תסריט:סרט,תסריט הוא טקסט המותאם ליצירת סרט,2,0,0
14-Jul,a,NITE,6,מיותר:צריך,דבר מיותר הוא דבר שאין איש שצריך אותו,אבוד:מתמצא,אבוד הוא מישהו שאינו מתמצא,מוגן:מתקיף,מוגן הוא דבר מה בעל הגנה כנגד מי שמתקיף אותו,אלמוני:מכיר,אדם אלמוני הוא אדם שאין איש שמכיר אותו,אִטי:מאיץ,"דבר מה המאיץ מגביר מהירותו, ובכך נהיה פחות איטי",3,0,0
14-Jul,b,NITE,1,נכלם:בייש,אדם שבייש אדם אחר גרם לו להרגיש נכלם,ניחם:התחרט,אדם שניחם הוא אדם שהתגבר על חרטה כלשהי. התחרט הינו פועל שהמבצע עושה על עצמו,נסתר:הכמין,"אדם שהכמין (החביא, הסתיר) דבר מה גרם לו להיות נסתר",נזקק:סיפק,"כאשר אדם נזקק לדבר מה, הדרך לפתור את מצב זה היא כאשר אדם אחר מספק לו את הדבר",נידון:חנן,"אדם שנידון הוא אדם העומד לדין, וחנן זה פטר אדם מריצוי עונשו",2,0,0
14-Jul,b,NITE,2,לחן:להלחין,על מנת ליצור לחן צריך להלחין,בצק:לאפות,"על מנת ליצור בצק צריך לערבב חומרים וללוש, אך לא לאפות, כיוון שזהו השלב שמגיע אחרי שהבצק מוכן",מזגן:לצנן,תפקידו של מזגן הוא לצנן מקום כלשהו,עפיפון:להפריח,"כדי שעפיפון יעוף צריך להפריח אותו, אך הפעולה לא מתבצעת כדי ליצור את העפיפון",בור:לחפור,על מנת ליצור בור צריך לחפור,4,0,0
14-Jul,b,NITE,3,נווד:מקום,נווד הוא אדם אשר מחליף את מקומו לעיתים קרובות,שׂבע:מזון,אדם שבע הוא אדם שצרך מזון,ריק:תוכן,דבר ריק הוא דבר חסר תוכן,ססגוני:גוון,דבר ססגוני הוא דבר בעל גוונים רבים,הפכפך:דעה,אדם הפכפך משנה את דעתו לעיתים קרובות,4,1,0
14-Jul,b,NITE,4,מרובב:כתם,דבר מרובב הוא דבר בעל כתמים רבים,מזוכך:פסולת,"דבר מזוכך הוא דבר נקי וטהור, שאין בו פסולת",מחורץ:חריץ,דבר מחורץ הוא דבר בעל חריצים רבים,מנותץ:רסיס,דבר מנותץ הוא דבר שהתפרק והפך להרבה רסיסים,מסווג:סוג,דבר מסווג הוא דבר אשר ממוין לפי סוגים,2,0,0
14-Jul,b,NITE,5,מגינת לב:נחמה פורתא,"נחמה פורתא (נחמה כלשהי, עידוד-מה) היא ניסיון לפתור מצב של מגינת לב (עוגמת נפש, צער עמוק) אך זהו עידוד קלוש ולא מספיק כדי לפתור את המצב",אור:צוהר,דרך צוהר (חלון) יכול להיכנס אור,שאלה:מענה,מענה נותן פתרון לשאלה,בכי:יבבה,יבבה זהו בכי מקוטע,בצורת:טפטוף,טפטוף זה מעט מדי גשם מכדי לפתור מצב של בצורת,4,0,1
14-Jul,b,NITE,6,קוף:מחט.,קוף זהו החור בקצה המחט,נדן:חרב,נדן זה נרתיק החרב,חרך:חומה,חרך זהו חריץ שיש בחומה,אמיר:שורש,"אמיר זה צמרת העץ, ואילו שורש הוא החלק התחתון של העץ",פיר:מעלית,פיר זהו חלל בקיר הבניין אשר דרכו עוברת מעלית,2,0,0
13-Dec,a,NITE,1,חנן:חנינה,אדם שחנן אדם אחר העניק לו חנינה,השיב:תשובה,אדם שהשיב לאדם אחר העניק לו תשובה,קינא:קנאה,אדם שקינא חש קנאה כלפי אדם אחר,נעזר:עזרה,אדם שנעזר קיבל עזרה מאדם אחר,גבל:גבול,אובייקט שגבל באובייקט אחר נמצא ליד הגבול המפריד בין שני האובייקטים הללו,1,0,0
13-Dec,a,NITE,2,ספרייה:דף,הספרייה מכילה פרטים שאחד ממרכיביהם הוא דף,משתלה:עלה,משתלה מכילה פרטים שאחד ממרכיביהם הוא עלה,מאפייה:בצק,מאפייה מכילה פרטים העשויים מבצק,מלתחה:בגד,מלתחה היא מקום האחסון של הבגד,בקתה:קורה,קורה היא אחד החלקים המרכיבים את הבקתה,1,0,0
13-Dec,a,NITE,3,ביות:פראי,תהליך הביות גורם לכך שהעצם עליו מבוצע התהליך לא יהיה פראי,כיתור:מוקף,כיתור הוא תהליך הגורם לכך שעצם מסוים יהיה מוקף,מילוי:ריק,תהליך המילוי גורם לכך שהעצם עליו מבוצע התהליך לא יהיה ריק,פיהוק:פעור,פיהוק הוא פעולה שבמהלכה הפה נהיה פעור,ויתור:עיקש,אדם עיקש מתקשה לבצע ויתור,2,0,0
13-Dec,a,NITE,4,להפריח:לעוף,להפריח פירושו לגרום לאחר לעוף,להתעכב:לאחר,להתעכב פירושו לגרום לעצמך לאחר,להכשיל:למעוד,להכשיל פירושו לגרום לאחר למעוד,לסכל:לבצע,לסכל פירושו למנוע ממשהו אחר לבצע פעולה כלשהי,להפגין:למחות,להפגין היא אחת מהפעולות המשמשות כדי למחות,2,0,0
13-Dec,a,NITE,5,תמימות:להונות,ניתן להונות בקלות אדם המתאפיין בתמימות,סלחנות:לפייס,ניתן לפייס בקלות אדם המתאפיין בסלחנות,עלגות:להתבטא,אדם המתאפיין בעילגות יתקשה להתבטא,דאגנות:לחשוש,אדם המתאפיין בדאגנות נוטה לחשוש,חסינות:לפגוע,לא ניתן לפגוע באדם בעל חסינות,1,0,0
13-Dec,a,NITE,6,יד רוחצת יד:טובות הנאה,יד רוחצת יד מתארת מצב של החלפת טובות הנאה בין שני גורמים,התכתבות:מכתבים,התכתבות מתארת מצב של החלפת מכתבים בין שני גורמים,התרועעות:ידידים,התרועעות היא פעולה המתארת המצאות עם ידידים,התנדנדות:תנועות,התנדנדות היא פעולה שבה מתרחשות תנועות,התנזרות:הנאות,התנזרות היא פעולה המתארת הימנעות מהנאות,1,0,0
13-Dec,b,NITE,1,נפתל:ישר,דבר נפתל הוא דבר שאינו ישר (שיש בו פיתולים),רגשן:נפעם,אדם רגשן נוטה להיות נפעם,שקול:נמהר,אדם שקול הוא אדם שאינו נמהר,בוהק:מסונוור,דבר בוהק יכול לגרום ליצור כלשהו להיות מסונוור,עצל:נרפה,אדם עצל הוא אדם נרפה,2,0,0
13-Dec,b,NITE,2,הקיש:הלם,אדם שהלם בדבר מה הוא אדם שהקיש בדבר מה בחוזקה,לחץ:נמחץ,"אם דבר מה נמחץ, סימן שמישהו אחר לחץ עליו בחוזקה",נענע:טלטל,אדם שטלטל דבר מה הוא אדם שנענע דבר מה בחוזקה,היכה:בעט,אדם שבעט הוא אדם שהיכה בסוג מסוים של מכה (בעיטה),הרפה:אחז,"אדם שאחז במשהו, הוא אדם שלא הרפה מהדבר בו הוא אחז",2,0,0
13-Dec,b,NITE,3,שימוש:נשחק,דבר מה שנשחק הוא דבר מה שנעשה בו שימוש רב,נשימה:התנשף,אדם שהתנשף הוא אדם שביצע נשימה חזקה,שיבוש:הפריע,דבר מה שהפריע הוא דבר מה שגרם לשיבוש,מילוי:התפקע,דבר מה שהתפקע הוא דבר מה שמולא בו מילוי רב,עיכוב:המתין,"אדם שהמתין מעבר לזמן המתוכנן, נגרם לו עיכוב",3,0,0
13-Dec,b,NITE,4,דוור:דואר,דוור הוא אדם המספק דואר לזולת,חייט:בד,"חייט הוא אדם המשתמש בבד על מנת ליצור בגדים, הוא אינו מספק את הבד",חלבן:חלב,חלבן הוא אדם המספק חלב לזולת,איכר:אדמה,איכר הוא אדם העובד את אדמתו,עגלון:עגלה,עגלון הוא אדם הנוהג את העגלה,2,0,0
13-Dec,b,NITE,5,אופטימי:תקווה,אדם אופטימי הוא אדם המרגיש תקווה,זחוח:ענווה,אדם זחוח (שחצן) הוא אדם שאין בו ענווה (צניעות),זהיר:סכנה,אדם זהיר הוא אדם הנמנע מסכנה,מנוכר:זרות,אדם מנוכר הוא אדם המרגיש זרות,אהוד:חיבה,אדם אהוד הוא אדם שהזולת מרגיש כלפיו חיבה,3,0,0
13-Dec,b,NITE,6,משכוֹן:לפדות,כדי להוציא דבר מה ממצב של משכון יש לפדות אותו,נדבה:לקבץ,נדבה היא דבר שיש לקבץ אותו,זיכרון:להנציח,על מנת שזיכרון יישאר באותו מצב (בו לא שוכחים אותו) יש להנציח אותו,אמתלה:לתרץ,אמתלה היא תירוץ. לתרץ זה להשתמש באמתלה,אבֵדה:למצוא,להוציא דבר מה ממצב של אבדה יש למצוא אותו,4,0,0
13-Apr,a,NITE,1,לדובב:לדבר,לדובב זה לגרום למישהו אחר לדבר,ללמוד:לדעת,,להבטיח:לקיים,,לנקום:לפגוע,,להאיץ:להזדרז,להאיץ זה לגרום למישהו אחר להזדרז,4,0,0
13-Apr,a,NITE,2,זֵר:שָזַר,שזר פירושו אסף דברים לזר,ערֵמה:גיבב,גיבב ירושו אסף דברים לערימה,צמר:גזז,,כיכר:פָּרַס,,מסמר:מִסמר,,1,1,0
13-Apr,a,NITE,3,אכיפת החוק:עבריינות,אכיפת החוק היא פעולה שתפקידה למנוע עבריינות,זינוק:ריצה,,אטימה:חדירה,אטימה היא פעולה שתפקידה למנוע חדירה,התמכרות:תלות,,שתלטנות:צייתנות,,2,0,0
13-Apr,a,NITE,4,משוער:ודאי,משוער הוא משהו שהוא לא ודאי,מחַפה:חשוף,,חלקי:ממצה,חלקי הוא משהו שהוא לא ממצה,מנותץ:שביר,,מבואר:ברור,,2,0,0
13-Apr,a,NITE,5,גינה:אחו,"שניהם משמשים לאותה המטרה, אך בעוד שגינה היא מלאכותית, אחו הוא טבעי",ברכת שחייה:אגם,"שניהם משמשים לאותה המטרה, אך בעוד שברכת שחייה היא מלאכותית, אדם הוא טבעי",מדרגות נעות:מעלית,,משׂואה:לפיד,,מעדר:דחפור,,1,0,0
13-Apr,a,NITE,6,לא שזפתו עין:ראה,דבר שלא שזפתו עין הוא דבר שאיש לא ראה אותו,דרך הישר:חָטא,,בית מרפא:חלה,,שדה בור:חרש,שדה בור הוא שדה שאיש לא חרש אותו,עיר רפאים:נטש,,3,1,1
13-Apr,b,NITE,1,כָּבוי:הדליק,אחר שהדליק עשה משהו אחר לא כבוי,עילג:דיבר,,לכוד:כָּלא,,גרוע:הילל,,מחוספס:ליטש,אדם שליטש עשה משהו אחר לא מחוספס,4,1,0
13-Apr,b,NITE,2,לסחוט:איומים,ניתן לסחוט בעזרת איומים,לכפור:האשמות,,להפר:הבטחות,,לשכנע:דעות,,להוכיח:ראיות,ניתן להוכיח בעזרת ראיות,4,0,0
13-Apr,b,NITE,3,לבטוח:אמין,קל לבטוח במשהו אמין,לקנא:קנאי,,להתעלם:זניח,קל להתעלם ממשהו זניח,לרסן:מאופק,,לוודא:ודאי,,2,0,0
13-Apr,b,NITE,4,הפחיד:פקו ברכיו,אדם שפקו ברכיו הוא אדם שמישהו הפחיד אותו,ייאש:רפו ידיו,אדם שרפו ידיו הוא אדם שמישהו אחר ייאש אותו,תרם:קפץ ידו,,חטא:נקפו לבו,,מחל:יש בלבו,,1,0,0
13-Apr,b,NITE,5,טל:אגל,אגל הוא צורת ההופעה של הטל,קרחון:קרח,,גשם:מים,,עץ:ענף,,נסורת:שבב,שבב הוא צורת ההופעה של הנסורת,4,0,0
13-Apr,b,NITE,6,קורטוב:כמות,קורטוב היא כמות קטנה,רגע:זמן,רגע הוא זמן קצר (קטן),חיריק:ניקוד,,מטר:מרחק,,דממה:קול,,1,0,0
15-Sep,a,NITE,1,בן אדם:בן בליעל,בן בליעל הוא סוג של רע של בן אדם,חלום:סיוט,סיוט הוא סוג רע של חלום,תחרות:הפסד,הפסד הוא תוצאה רעה של תחרות,משתה:ארוחה,ארוחה אינה סוג של משתה אלא להפך משתה הוא סוג של ארוחה,עונש:קנס,קנס הוא סוג של עונש,1,0,0
15-Sep,a,NITE,2,פר:לנגוח,לנגוח היא הפעולה באמצעותה פר יכול לפגוע,דבורה:לרדות,לרדות היא הפעולה באמצעותה דבורה מפיקה תוצרת,צרעה:לעקוץ,לעקוץ היא הפעולה באמצעותה צרעה יכולה לפגוע,חמור:לנעור,לנעור היא פעולת הפקת הקול של החמור,סוס:לדהור,לדהור היא פעולת התנועה של הסוס,2,0,0
15-Sep,a,NITE,3,סגלגל:ביצה,סגלגל הוא תיאור צורתה של הביצה,מכונף:כנף,מכונף הוא בעל כנף,הררי:הר,הררי מורכב מהרים,קעור:קערה,קעור הוא תיאור צורתה של הקערה,משופע:שיפוע,משופע הוא נוטה בשיפוע,3,0,0
15-Sep,a,NITE,4,לנמק:השתכנע,אדם שביצע את הפעולה לנמק עשוי היה לגרום לכך שאדם אחר השתכנע,לנסות:הצליח,אדם שביצע את הפעולה לנסות ייתכן שהצליח,לשנן:שכח,אדם שביצע את הפעולה לשנן סביר שלא שכח,לזרז:מיהר,לזרז עשוי היה לגרום לכך שאדם אחר מיהר,לחשוק:התאווה,אדם שביצע את הפעולה לחשוק הוא דם שהתאווה,3,0,0
15-Sep,a,NITE,5,מחירון:מחיר,במחירון ניתן למצוא מחירים שונים,שעון:שעה,שעון מציג שעה אחת,תפריט:ארוחה,תפריט מציע מנות אשר מרכיבות ארוחה,מילון:פירוש,במילון ניתן למצוא פירושים שונים,מחשבון:סכום,אחת התוצאות שניתן לקבל במחשבון היא סכום,3,0,0
15-Sep,a,NITE,6,אט:אִטיוּת,אט פירושו באיטיות,חלוּשוֹת:עוצמה,מי שמדבר חלושות מדבר בעוצמה נמוכה,ישירוֹת:ישירוּת,ישירות פירושו בישירות,גא:גאווה,מי שגא מתנהל בגאווה,קוֹר:קרירוּת,קור מופץ ממי שמתנהג בקרירות,2,1,0
15-Sep,b,NITE,1,רפתן:רפת,רפת היא מקום עבודתו של הרפתן,כבאי:כבאית,"כבאית היא אמצעי התחבורה של הכבאי, אך לא מקום עבודתו",חזאי:תחזית,תחזית היא תוצר עבודתו של החזאי,קברן:קבר,"קבר הוא המקום אותו חופר הקברן, ובו הוא קובר את המתים",יערן:יער,יער הוא מקום עבודתו של היערן,4,0,0
15-Sep,b,NITE,2,בהול:דחוף,בהול הוא דחוף מאוד,מכובס:נקי,מכובס הוא דבר מה שעבר כביסה ועל כן ניתן להניח שהוא נקי,מטונף:מלוכלך,מטונף הוא מלוכלך מאוד,טעים:אכיל,טעים הוא שנעים לאכול אותו ואילו אכיל הוא שניתן לאכול אותו,שכיח:נדיר,שכיח הוא ההפך מנדיר,2,0,0
15-Sep,b,NITE,3,נחיל:כנף,נחיל מורכב מהרבה בעלי כנף,ועידה:ציר,ועידה מורכבת מהרבה צירים,צי:מפרש,צי מורכב מהרבה בעלי מפרש,תזמורת:כינור,בתזמורת יש גם כינור,עלווה:ענף,עלווה מכסה את הענף,2,0,0
15-Sep,b,NITE,4,טובעני:שקע,אדם שקע בגלל שמשהו טובעני,מושרש:השתרש,"מי שהשתרש הכה שורש, כלומר, הוא כעת מושרש",טורדני:הטריד,מי שהטריד עלול להיחוות כטורדני,משמים:השתעמם,אדם השתעמם בגלל שמשהו משמים,הרסני:הָרַס,אדם שהרס דבר מה הוא הרסני,3,1,0
15-Sep,b,NITE,5,הילל:התפאר,התפאר הוא מי שהילל את עצמו,שידל:התרצה,אדם התרצה לאחר שאחר שידל אותו,כתב:התכתב,אדם שהתכתב הוא אדם שכתב לאחר וקיבל תשובה ממנו,הפציר:התחנן,מי שהתחנן ביצע את הפעולה הפציר,החביא:הסתתר,הסתתר הוא מי שהחביא את עצמו,4,0,0
15-Sep,b,NITE,6,נים ולא נים:שינה,נים ולא נים הוא מצב הנע בין שני מצבים: שינה וערות,בשכבר הימים:זמן,בשכבר הימים פירושו לפני הרבה זמן,שיח ושיג:שיחה,שיח ושיג זה שיחה,בין המצרים:צרה,בין המצרים פירושו נמצא בצרה,בין השמשות:יום,בין השמשות הוא זמן הנע בין שני זמנים: יום ולילה,4,0,1
14-Dec,a,NITE,1,קפדן:לדקדק,קפדן הוא מי שנוטה לדקדק,נזוף:לגעור,לגעור זה לגרום לאחר להיות נזוף,נוטר:למחול,נוטר אינו נוטה למחול,נלעג:לזלזל,לזלזל זה לגרום לאחר להיות נלעג,נרגן:לרטון,נרגן הוא מי שנוטה לרטון,4,0,0
14-Dec,a,NITE,2,סלע:חצץ,אם נפרק סלע ליחידות קטנות יותר נקבל חצץ,כריך:פרוסות,פרוסות הן אחת מהמרכיבים של הכריך,אשכול:ענבים,אשכול הוא מקבץ של מספר ענבים,עלווה:עלים,עלווה היא מקבץ של מספר עלים,עוגייה:פירורים,אם נפרק עוגייה ליחידות קטנות יותר נקבל פירורים,4,0,0
14-Dec,a,NITE,3,לקושש:להבעיר,לקושש זה לאסוף עצם אותו ניתן להבעיר,לברֵא:לכרות,לברא זה לכרות עצים או שיחים לשם פנוי שטח,לפרום:לסרוג,לפרום ולסרוג הם שתי פעולות המביאות לתוצאות מנוגדות,לקטוף:לסחוט,לקטוף זה לאסוף עצם אותו ניתן לסחוט,לטעום:לאכול,לטעום זה לאכול כמות קטנה,3,1,0
14-Dec,a,NITE,4,מאויש:איש,המצאות של איש במקום כלשהו הופכת אותו למאויש,מקולף:קליפה,מקולף הוא מה שהסירו ממנו את הקליפה,משולט:שלט,המצאות של שלט במקום כלשהו הופכת או למשולט,סָפוּר:מִספר,סָפוּר הוא מה שהעניקו לו מִספר,קעור:קערה,עצם קעור הוא בצורת קערה,2,1,0
14-Dec,a,NITE,5,חם:לוהט,עצם לוהט הוא מאוד חם,חמוץ:חמצמץ,חמצמץ הוא מה שחמוץ במקצת,מבוגר:בכור,"הילד הבכור הוא הילד המבוגר ביותר, אך אינו בהכרח מאוד מבוגר",בינוני:ענק,עצם שגודלו ענק הוא גדול בהרבה מעצם בינוני,דק:דקיק,עצם דקיק הוא מאוד דק,4,0,0
14-Dec,a,NITE,6,הודיע:מידע,מי שהודיע העביר מידע ממקור כלשהו ליעד,הזיז:מקום,"מי שהזיז עצם שינה את המקום בו העצם נמצא, כלומר: המקום השתנה",השביע:רעָב,מי שהשביע גרם להפסקת מצב של רעב,הדביק:מחלה,מי שהדביק העביר מחלה ממקור כלשהו ליעד,היסה:שקט,גורם שהיסה גרם לכך שיווצר שקט,3,1,0
14-Dec,b,NITE,1,ביצורים:אויב,ביצורים מגנים מפני האויב,ניבים:טרף,ניבים הם שיניו של הטורף,אוזניים:רעשים,באמצעות האוזניים שומעים רעשים,ציפורניים:שריטות,באמצעות ציפורניים ניתן לגרום שריטות,פרווה:קור,פרווה מגינה מפני הקור,4,0,0
14-Dec,b,NITE,2,נשגב מבינתי:להבין,דבר שנשגב מבינתי הוא דבר שאין ביכולתי להבין,הצר את צעדיי:להפריע,אדם שהצר את צעדי הוא אדם שניסה להפריע לי לבצע משהו,נגלה לעיניי:לראות,דבר שנגלה לעיניי הוא דבר שאני יכול לראות,קשר לי כתרים:להשמיץ,"אם מישהו קשר לי כתרים משמעות הדבר היא כי הוא עשה ההפך מלהשמיץ אותי. (קשר לו כתרים - שיבח, הילל אותו)",נחקק בזיכרוני:לשכוח,דבר שנחקק בזכרוני הוא דבר שאין ביכולתי לשכוח,4,0,1
14-Dec,b,NITE,3,זנח:ננטש,"אם אדם זנח אדם שני, אז האדם השני ננטש",איחה:נקרע,איחה היא פעולה שמישהו עושה למשהו שנקרע,הוגיע:הותש,"אם אדם הוגיע אדם שני, אז האדם השני הותש",האיר:הועם,אם מישהו הועם זה אומר שמישהו לא האיר אותו (אלא ההפך),החליק:נפל,אם מישהו החליק ייתכן שהוא גם נפל כתוצאה מכך,2,0,0
14-Dec,b,NITE,4,לנסר:נסורת,נסורת היא תוצר לוואי של הפעולה לנסר,לנקז:מים,מים ניתן לנקז,להבעיר:עשן,עשן הוא תוצר לוואי של הפעולה להבעיר,לכתוש:אבקה,לכתוש דבר כלשהו משמעו ליצור ממנו אבקה,לטפטף:טיפות,נוזל מטפטף בצורת טיפות,2,0,0
14-Dec,b,NITE,5,מסכים:תמימות דעים,"אם מישהו מסכים עם מישהו אחר, יש ביניהם תמימות דעים",רדום:עֵרנות,אם מישהו רדום הוא אינו מגלה עירנות,מבודח:צחוק,"אם מישהו מבודח, סביר שהוא יפרוץ בצחוק",מרוגז:התגרות,התגרות באדם מסוים יכול לגרום לו להיות מרוגז,סמוך:קִרבה,"אם מישהו סמוך למישהו אחר, יש ביניהם קרבה",4,1,1
14-Dec,b,NITE,6,התמחות:הדיוט,אם אדם מבצע התמחות הוא כבר לא הדיוט,שמירה:גנוב,שמירה מונעת מדבר להיות גנוב,גמילה:מכור,אם אדם מבצע גמילה הוא כבר לא מכור,הונאה:תמים,הונאה יכולה להתבצע על ידי אדם תמים,הלעטה:שבע,הלעטה של מישהו משמעותה לגרום לו להיות שבע,2,0,0
14-Apr,a,NITE,1,חמוש:נשק ,לאדם חמוש יש נשק,מרוקן:תוכן,דבר מרוקן הוא דבר שהוצא ממנו תוכן מסוים,מצולק:צלקת,לאדם מצולק יש צלקת,בלוי:שימוש,דבר בלוי הוא דבר שנעשה בו שימוש מופרז,כלוא:כֶּלֶא,אדם כלוא הוא אדם שנמצא בתוך כלא,2,1,0
14-Apr,a,NITE,2,אספלנית:חבישה,אספלנית (פלסטר) משמשת לחבישה,עיתון:כתיבה,"עיתון אינו משמש לכתיבה, אלא לקריאה",קולמוס:מחיקה,"קולמוס (כלי כתיבה, עט) אינו משמש למחיקה, אלא לכתיבה",מטפה:כיבוי,מטפה משמש לכיבוי,מיתר:צרימה,מיתר עלול לצרום במידה והוא פגום אך לא לשם כך הוא משמש,3,0,0
14-Apr,a,NITE,3,לאפות:כריך,ניתן לאפות לחם שממנו ניתן להכין כריך,לסרוג:צמר,"ניתן לסרוג דבר מה מצמר, אך אין צורך בפעולה מתווכת",לארוג:בגד,ניתן לארוג בד שמננו ניתן להכין בגד,לרקום:רקמה,"ניתן לרקום על דבר מה רקמה, אך אין צורך בפעולה מתווכת",להטליא:טלאי,"ניתן להטליא על דבר מה תלאי, אך אין צורך בפעולה מתווכת",2,0,0
14-Apr,a,NITE,4,חמקמק:לתפוס,אדם חמקמק הוא אדם שקשה לתפוס אותו,רצוף:לקטוע,"דבר מה רצוף הוא אינו קטוע, אבל אין זה אומר שבהכרח קשה לקטוע אותו",איתן:לערער,אדם איתן הוא אדם שקשה לערער אותו,שקוף:להסתיר,דבר מה שקוף הוא דבר מה שקל להסתיר,ענָו:לשבח,אדם ענו (צנוע) הוא אדם שאינו נוהג לשבח את עצמו,2,1,0
14-Apr,a,NITE,5,קמור:שטוח,קמור ושטוח מתארים מצבים שונים של דבר מה,חידה:פתרון,לחידה יש פתרון,מוזר:תמוה,כאשר דבר מה הוא מוזר ניתן לומר שהוא תמוה (מילים נרדפות),תקווה:אכזבה,"כאשר קיימת תקווה לדבר מה אנו עלולים לחוש אכזבה, כלומר,תקווה עלולה לגרור אכזבה",ניצחון:תיקו,ניצחון ותיקו מתארים מצבים שונים של דבר מה,4,0,0
14-Apr,a,NITE,6,התקנא:קינא,התקנא הוא מי שקינא בזולת,הצטרף:צירף,מי שהצטרף הוא מי שצירף את עצמו,התכתב:כתב,התכתב הוא מי שכתב לזולת כחלק מפעולה הדדית,התנשם:נשם,מי שהתנשם הוא מי שנשם בקצב חריג בעצמו,התחייך:חייך,התחייך הוא מי שחייך לזולת,4,0,0
14-Apr,b,NITE,1,הכביר:להמעיט ,הכביר הוא מי שביצע פעולה הפוכה מלהמעיט,הקשיב:להסכית,הקשיב הוא מי שביצע את הפעולה להסכית (מילים נרדפות),הלביש:לערטל,הלביש הוא מי שביצע את הפעולה ההפוכה מלערטל,התריע:להיזהר,התריע הוא מי שביצע את הפעולה של להזהיר (מילים נרדפת),המתין:לבושש,המתין הוא מי שאדם אחר ביצע את הפעולה לבושש (התעכבות) ובכך גרם לאדם המדובר להיות במצבו,1,0,0
14-Apr,b,NITE,2,אצטבה:על גבי,ניתן לשים על גבי אצטבה פריטים,סולם:למעלה,הסולם משמש לטיפוס של אדם (לעומת פריטים) למעלה ולמטה,קופסה:בתוך,ניתן לשים בתוך קופסא פריטים,משקפת:רחוק,בעזרת משקפת ניתן לראות רחוק,ירכתיים:מאחור,מיקום הירכתיים הוא מאחור (החלק האחורי של הספינה),2,0,1
14-Apr,b,NITE,3,מברשת:צבע,מברשת משמשת לצביעה באמצעות צבע,פטיש:מסמר,פטיש משמש למסמור בעזרת מסמר,את:בור,"את משתמש לחפירה, התוצר של החפירה הוא הבור",מעלית:קומה,מעלית משמשת למעבר בין קומות,מסחטה:מיץ,"מסחטה משמשת להכנת מיץ, אך את המיץ סוחטים בעזרת פירות",1,0,0
14-Apr,b,NITE,4,לרדות:כוורת,לרדות היא פעולת הוצאת הדבש מהכוורת,לשלות:מים,לשלות היא פעולת הוצאת החפץ מהמים,לשאוב:מים,לשאוב היא פעולת העברת המים ממקום אחד למקום אחר,למהול:מים,למהול היא ערבוב של נוזל מסוים עם מים,להציף:מים,להציף היא פעולת מילוי יתר של דבר מה במים,1,0,0
14-Apr,b,NITE,5,הזדקק:נחוץ,אדם הזדקק לדבר מה שהיה נחוץ לו,הבין:נהיר,אדם הבין דבר מה שהיר נהיר לו,העניש:נפשע,העניש הוא מי שגמל לאדם נפשע,נטמן:צפון,"כשדבר מה נטמן הוא הופך לצפון (טמון, מוסתר, חבוי)",נסדק:נשבר,נסדק הוא מה שנשבר באזור מסוים,1,0,0
14-Apr,b,NITE,6,דרך:סלל,דרך הוא מה שהזולת סלל,מצוף:הציף,מצוף יכול להציף דבר מה,מידע:הודיע,מידע הוא מה שעובר מאדם לזולת כאשר האדם הודיע לזולת דבר מה,מטבע:טבע,מטבע הוא מה שהזולת טבע,נסורת:ניסר,נסורת היא תוצר לוואי של אדם שניסר דבר מה,3,0,0
13-Sep,a,NITE,1,היקווּת:מים ,היקוות היא הצטברות של מים במקום מסוים,התנפצות:רסיסים,"רסיסים הם תוצר של התנפצות,  אך מים אינם תוצר של היקוות",התכתבות:מכתבים,"התכתבות מורכבת אמנם ממכתבים, אך הם אינם חייבים להיות במקום מסוים",התקהלות:אנשים,התקהלות היא הצטברות של אנשים במקום מסוים,התעמתות:יריבים,התעמתות היא פעולה הנעשית על ידי ירבים,3,0,0
